Lead ID,Last Name,Lead Source,Lead Status,Address - City,Age,Gender,Policy Type,Premium Amount,Follow Up Count,Agent Name,Lead Date
LEAD0289,Advik Ahluwalia,Google Ads,Closed Won,Hyderabad,18.0,Female,Family Floater,11347.0,5.0,Priya Nair,2023-03-18
LEAD0081,Chaaya Buch,Direct Agent,Closed Lost,Coimbatore,62.0,Male,Senior Citizen,77911.0,1.0,Sneha Reddy,2024-04-28
LEAD0212,Adweta Edwin,Social Media,Negotiation,Jaipur,31.0,Female,Individual Health,15216.0,5.0,Amit Verma,2023-02-16
LEAD0953,Chaaya Kari,Direct Agent,Closed Won,Bengaluru,41.0,Male,Group Health,69190.0,3.0,Rajesh Sharma,2024-06-18
LEAD0200,Jatin Mahal,Agent Referral,Closed Won,Indore,31.0,Male,Group Health,77318.0,11.0,Rajesh Sharma,2023-08-17
LEAD0855,Vedika Rau,Unknown,Negotiation,Hyderabad,67.0,Female,Senior Citizen,75183.0,1.0,Vikram Joshi,2024-08-31
LEAD0703,Dev Tella,Social Media,Closed Won,Mumbai,26.0,Male,Group Health,53447.0,5.0,Amit Verma,2023-06-18
LEAD0597,Upasna Arya,Google Ads,Contacted,Indore,65.0,Female,Senior Citizen,42598.0,0.0,Priya Nair,2023-02-12
LEAD0937,Hema Pandey,Walk-in,Closed Won,Ahmedabad,61.0,Male,Family Floater,49939.0,4.0,Amit Verma,2023-11-11
LEAD0634,Baghyawati Jani,Unknown,Closed Lost,Hyderabad,52.0,Female,Individual Health,15731.0,3.0,Rajesh Sharma,2024-01-11
LEAD0678,Vidhi Pandya,Google Ads,Quote Sent,Hyderabad,34.0,Male,Group Health,73227.0,0.0,Amit Verma,2024-03-18
LEAD0583,Theodore Yohannan,Direct Agent,Closed Won,Chennai,50.0,Female,Family Floater,19740.0,2.0,Karan Mehta,2023-08-12
LEAD0738,Anita Narasimhan,Google Ads,Negotiation,Unknown,39.0,Male,Individual Health,15040.0,5.0,Vikram Joshi,2023-06-24
LEAD0880,Eesha Patel,Direct Agent,Closed Won,Pune,18.0,Female,Family Floater,10344.0,7.0,Vikram Joshi,2023-06-07
LEAD0422,Faraj Sethi,Agent Referral,Closed Won,Mumbai,33.0,Female,Individual Health,16438.0,4.0,Meena Gupta,2024-11-24
LEAD0469,Robert Jaggi,Agent Referral,Closed Won,Bhopal,35.0,Male,Group Health,78892.0,4.0,Amit Verma,2024-12-07
LEAD0375,Saumya Venkataraman,Direct Agent,Closed Won,Unknown,33.0,Female,Individual Health,13552.0,6.0,Priya Nair,2023-06-27
LEAD0016,Nilima Varkey,Google Ads,Closed Won,Jaipur,33.0,Female,Family Floater,25186.0,6.0,Amit Verma,2024-06-13
LEAD0814,Amol Ratta,Website,Closed Lost,Chennai,36.0,Male,Individual Health,6757.0,5.0,Priya Nair,2023-07-25
LEAD0215,Sarthak Mital,Email Campaign,Closed Lost,Delhi,42.0,Female,Group Health,70747.0,5.0,Vikram Joshi,2023-03-18
LEAD0412,Bhanumati Sangha,Google Ads,Closed Lost,Bengaluru,60.0,Male,Senior Citizen,454279.841027865,2.0,Anjali Singh,2024-05-09
LEAD0102,Nandini Sibal,Website,Negotiation,Delhi,28.0,Female,Individual Health,14472.0,2.0,Meena Gupta,2024-01-12
LEAD0865,Harini Mistry,Agent Referral,Quote Sent,Indore,54.0,Female,Individual Health,7110.0,3.0,Amit Verma,2023-04-20
LEAD0878,Wishi Bedi,Social Media,Contacted,Hyderabad,63.0,Male,Senior Citizen,50524.0,2.0,Deepa Iyer,2023-09-01
LEAD0520,Samar Samra,Email Campaign,Closed Lost,Hyderabad,33.0,Male,Individual Health,7203.0,5.0,Rajesh Sharma,2024-08-31
LEAD0581,Samesh Hans,Direct Agent,Contacted,Indore,68.0,Female,Senior Citizen,19974.0,0.0,Priya Nair,2023-12-02
LEAD0803,Chasmum Chokshi,Agent Referral,Closed Lost,Hyderabad,47.0,Female,Family Floater,29815.0,4.0,Karan Mehta,2023-06-09
LEAD0031,Nikita Swamy,Unknown,Closed Won,Delhi,41.0,Male,Individual Health,5973.0,3.0,Karan Mehta,2024-07-28
LEAD0871,Edhitha Kalla,Website,Quote Sent,Delhi,68.0,Male,Senior Citizen,29959.0,5.0,Deepa Iyer,2023-12-17
LEAD0268,Turvi Khalsa,Website,Closed Lost,Coimbatore,26.0,F,Individual Health,6011.0,5.0,Vikram Joshi,2024-06-24
LEAD0144,Vasudha Pai,Website,Quote Sent,Pune,62.0,Male,Senior Citizen,67662.0,4.0,Rajesh Sharma,2023-12-28
LEAD0260,Gayathri Venkataraman,Agent Referral,Closed Lost,Chennai,50.0,Female,Group Health,80479.0,0.0,Deepa Iyer,2023-05-16
LEAD0743,Mahika Hora,Walk-in,Lead,Coimbatore,47.0,Female,Individual Health,8152.0,5.0,Rajesh Sharma,2024-10-02
LEAD0624,Brinda Pal,Direct Agent,Closed Won,Pune,39.0,Male,Group Health,51454.0,5.0,Vikram Joshi,2023-10-25
LEAD0965,Gagan Anne,Agent Referral,Closed Won,Patna,30.0,Female,Family Floater,21863.0,5.0,Rajesh Sharma,2024-03-01
LEAD0376,Zehaan Sachdeva,Direct Agent,Lead,Bengaluru,26.0,Male,Individual Health,15864.0,4.0,Rajesh Sharma,2024-04-22
LEAD0572,Harish Gola,Agent Referral,Closed Won,Delhi,57.0,Male,Senior Citizen,55834.0,7.0,Karan Mehta,2024-09-18
LEAD0065,Udyati Kota,Unknown,Contacted,Jaipur,41.0,Male,Family Floater,21707.0,1.0,Rajesh Sharma,2023-07-18
LEAD0442,Kala Kamdar,Website,Lead,Bhopal,43.0,Female,Family Floater,19974.0,2.0,Suresh Pillai,2024-05-08
LEAD0214,Harrison Prabhu,Unknown,Closed Won,Nagpur,40.0,Male,Family Floater,17019.0,5.0,Priya Nair,2023-12-27
LEAD0589,Victor Gala,Google Ads,Closed Won,Bhopal,71.0,Female,Senior Citizen,66117.0,3.0,Amit Verma,2023-10-01
LEAD0876,Mahika Shah,Direct Agent,Closed Won,Hyderabad,34.0,Male,Individual Health,9473.0,1.0,Rajesh Sharma,2023-11-26
LEAD0730,Keya Bail,Direct Agent,Negotiation,Bengaluru,71.0,Female,Senior Citizen,19974.0,2.0,Anjali Singh,2023-08-06
LEAD0713,Janya Mander,Website,Negotiation,Hyderabad,68.0,Female,Senior Citizen,73542.0,1.0,Vikram Joshi,2024-10-13
LEAD0521,Tarak Chaudhary,Social Media,Contacted,Surat,26.0,Male,Individual Health,19974.0,3.0,Deepa Iyer,2023-08-03
LEAD0883,Faraj Bajaj,Agent Referral,Quote Sent,Unknown,61.0,Male,Critical Illness,15039.0,3.0,Vikram Joshi,2024-06-09
LEAD0722,Samarth Gala,Direct Agent,Closed Lost,Lucknow,65.0,Male,Senior Citizen,67606.0,3.0,Sneha Reddy,2024-06-30
LEAD0362,Dhriti Aurora,Social Media,Closed Won,Pune,37.0,Male,Family Floater,27290.0,2.0,Rajesh Sharma,2023-06-18
LEAD0385,Yadavi Narayanan,Direct Agent,Negotiation,Hyderabad,42.0,Male,Family Floater,14072.0,1.0,Rajesh Sharma,2024-09-25
LEAD0295,Vritti Boase,Social Media,Closed Lost,Kolkata,33.0,Other,Group Health,36723.0,1.0,Rajesh Sharma,2024-11-03
LEAD0126,Aarna Deshpande,Google Ads,Quote Sent,Pune,36.0,Female,Critical Illness,21963.0,1.0,Priya Nair,2023-03-11
LEAD0789,Nitara Raval,Social Media,Quote Sent,Lucknow,54.0,Male,Group Health,30992.0,3.0,Priya Nair,2023-04-04
LEAD0758,Champak DâAlia,Social Media,Negotiation,Hyderabad,28.0,Female,Individual Health,10850.0,7.0,Amit Verma,2023-09-03
LEAD0857,Jalsa Dora,Agent Referral,Closed Lost,Jaipur,21.0,Female,Group Health,43773.0,2.0,Vikram Joshi,2023-10-10
LEAD0436,Girish Ratti,Social Media,Quote Sent,Delhi,51.0,Male,Individual Health,7877.0,3.0,Vikram Joshi,2023-03-15
LEAD0390,Nathan Atwal,Email Campaign,Quote Sent,Delhi,30.0,Male,Individual Health,14992.0,3.0,Anjali Singh,2023-02-25
LEAD0603,Vivaan Dhar,Website,Quote Sent,Hyderabad,61.0,Female,Family Floater,36957.0,4.0,Rajesh Sharma,2024-11-13
LEAD0175,Daksha Gokhale,Unknown,Closed Won,Ahmedabad,30.0,Male,Family Floater,30661.0,5.0,Karan Mehta,2024-12-05
LEAD0378,Finn Desai,Agent Referral,Closed Won,Delhi,40.0,Male,Individual Health,12230.0,4.0,Sneha Reddy,2024-07-03
LEAD0397,Radhika Bajwa,Email Campaign,Contacted,Ahmedabad,32.0,Male,Critical Illness,11843.0,4.0,Priya Nair,2024-06-10
LEAD0907,Chanchal Divan,Agent Referral,Closed Won,Surat,68.0,Male,Senior Citizen,60446.0,5.0,Karan Mehta,2024-12-13
LEAD0645,Aarush Rattan,Google Ads,Negotiation,Bengaluru,39.0,Female,Family Floater,22175.0,3.0,Priya Nair,2023-09-09
LEAD0108,Yochana Bajaj,Agent Referral,Quote Sent,Ahmedabad,26.0,Male,Group Health,51417.0,3.0,Sneha Reddy,2023-04-21
LEAD0568,Kiaan Keer,Social Media,Quote Sent,Hyderabad,41.0,Female,Group Health,575673.659345283,2.0,Amit Verma,2024-12-01
LEAD0714,Fitan Dutta,Website,Quote Sent,Delhi,46.0,Male,Family Floater,32310.0,3.0,Meena Gupta,2024-06-09
LEAD0611,Yashawini Narayanan,Agent Referral,Closed Won,Pune,41.0,M,Family Floater,19677.0,3.0,Amit Verma,2023-02-24
LEAD0768,Raagini Bava,Social Media,Closed Won,Bengaluru,59.0,Female,Senior Citizen,89532.0,4.0,Priya Nair,2024-09-10
LEAD0273,Omaja Apte,Google Ads,Quote Sent,Mumbai,55.0,Female,Senior Citizen,35889.0,1.0,Rajesh Sharma,2023-05-21
LEAD0306,Victor Purohit,Direct Agent,Contacted,Bhopal,28.0,Male,Family Floater,31330.0,0.0,Anjali Singh,2024-08-14
LEAD0481,Xalak Biswas,Direct Agent,Negotiation,Chennai,72.0,Male,Senior Citizen,84985.0,3.0,Vikram Joshi,2023-09-22
LEAD0358,Idika Bhavsar,Website,Negotiation,Mumbai,37.0,Female,Family Floater,15889.0,3.0,Sneha Reddy,2023-11-20
LEAD0846,Januja Toor,Direct Agent,Closed Won,Kolkata,44.0,Female,Family Floater,19532.0,2.0,Meena Gupta,2023-01-01
LEAD0333,Kamala Taneja,Website,Negotiation,Bengaluru,18.0,Other,Family Floater,15516.0,2.0,Karan Mehta,2024-08-08
LEAD0778,Janaki Jaggi,Email Campaign,Negotiation,Coimbatore,41.0,Male,Individual Health,16891.0,2.0,Sneha Reddy,2024-12-27
LEAD0726,Urvi Mand,Website,Closed Won,Pune,41.0,Female,Senior Citizen,78811.0,0.0,Rajesh Sharma,2023-03-04
LEAD0514,Sanya Oommen,Agent Referral,Quote Sent,Mumbai,42.0,Male,Individual Health,13169.0,4.0,Suresh Pillai,2023-12-10
LEAD0693,Hemal Rai,Website,Quote Sent,Kolkata,69.0,Male,Senior Citizen,44078.0,2.0,Suresh Pillai,2024-11-03
LEAD0913,Falguni Prabhakar,Email Campaign,Closed Won,Ahmedabad,24.0,Male,Individual Health,7996.0,2.0,Deepa Iyer,2023-07-19
LEAD0370,Janani Master,Social Media,Closed Won,Hyderabad,43.0,Female,Critical Illness,11488.0,1.0,Anjali Singh,2023-01-14
LEAD0136,Arunima Gola,Unknown,Negotiation,Jaipur,26.0,Male,Critical Illness,14836.0,4.0,Rajesh Sharma,2024-01-09
LEAD0620,Rudra Venkataraman,Walk-in,Lead,Coimbatore,36.0,Female,Individual Health,9962.0,2.0,Vikram Joshi,2024-09-19
LEAD0371,Azad Rajagopalan,Agent Referral,Closed Won,Ahmedabad,59.0,Male,Senior Citizen,38509.0,4.0,Amit Verma,2023-09-14
LEAD0248,Wriddhish Kata,Website,Quote Sent,Kolkata,43.0,Other,Individual Health,11525.0,0.0,Sneha Reddy,2023-02-24
LEAD0552,Sara Pall,Google Ads,Closed Won,Bengaluru,65.0,Female,Senior Citizen,73456.0,4.0,Deepa Iyer,2023-07-04
LEAD0300,Lavanya More,Unknown,Quote Sent,Kolkata,37.0,Male,Individual Health,7195.0,1.0,Deepa Iyer,2024-08-23
LEAD0753,Sudiksha Vig,Google Ads,Negotiation,Ahmedabad,39.0,Male,Group Health,58373.0,3.0,Amit Verma,2024-08-15
LEAD0374,Anusha Das,Email Campaign,Negotiation,Delhi,18.0,Female,Critical Illness,17760.0,1.0,Priya Nair,2024-10-10
LEAD0111,Vyanjana Brahmbhatt,Email Campaign,Negotiation,Chennai,38.0,Female,Family Floater,20906.0,3.0,Sneha Reddy,2023-04-08
LEAD0528,Ryan Choudhury,Email Campaign,Negotiation,Chennai,32.0,Male,Individual Health,7455.0,3.0,Vikram Joshi,2024-06-04
LEAD0959,Bina Lall,Google Ads,Quote Sent,Hyderabad,18.0,Male,Critical Illness,6605.0,5.0,Vikram Joshi,2024-02-12
LEAD0786,Ekansh Sarma,Website,Contacted,Chennai,23.0,Female,Individual Health,6789.0,3.0,Karan Mehta,2024-03-24
LEAD0609,Lavanya Kaur,Google Ads,Negotiation,Patna,28.0,Male,Individual Health,14863.0,7.0,Sneha Reddy,2023-03-10
LEAD0428,Ekaraj Sarraf,Direct Agent,Closed Won,Kolkata,71.0,Female,Senior Citizen,75010.0,6.0,Meena Gupta,2024-12-16
LEAD0147,Timothy Kashyap,Other,Lead,Ahmedabad,28.0,Female,Family Floater,13211.0,3.0,Rajesh Sharma,2024-04-13
LEAD0894,Yahvi Sanghvi,Unknown,Negotiation,Mumbai,28.0,Male,Group Health,34347.0,4.0,Anjali Singh,2023-10-02
LEAD0794,Dominic Dhillon,Email Campaign,Closed Lost,Unknown,63.0,Male,Individual Health,24977.0,9.0,Vikram Joshi,2024-10-08
LEAD0437,Niharika Baria,Google Ads,Contacted,Bengaluru,61.0,Male,Individual Health,25151.0,3.0,Suresh Pillai,2024-01-07
LEAD0817,Baghyawati Muni,Social Media,Contacted,Ahmedabad,49.0,Female,Individual Health,19944.0,3.0,Anjali Singh,2024-01-20
LEAD0141,Pavani Grover,Direct Agent,Closed Won,Delhi,36.0,Male,Individual Health,7758.0,0.0,Amit Verma,2023-05-30
LEAD0881,Zilmil Sethi,Social Media,Closed Won,Bhopal,54.0,Female,Critical Illness,28374.0,4.0,Amit Verma,2024-01-10
LEAD0404,Widisha Kapoor,Website,Negotiation,Delhi,31.0,Female,Critical Illness,24929.0,2.0,Priya Nair,2023-07-04
LEAD0638,Diya Radhakrishnan,Agent Referral,Quote Sent,Nagpur,65.0,Female,Senior Citizen,47896.0,1.0,Vikram Joshi,2024-11-14
LEAD0790,Avni Mutti,Direct Agent,Closed Won,Ahmedabad,41.0,Male,Critical Illness,12664.0,4.0,Anjali Singh,2023-06-21
LEAD0501,Nicholas Krish,Agent Referral,Contacted,Pune,61.0,Female,Family Floater,19974.0,0.0,Priya Nair,2023-12-10
LEAD0027,Anthony Bora,Walk-in,Contacted,Coimbatore,51.0,Male,Individual Health,8536.0,4.0,Vikram Joshi,2023-04-13
LEAD0156,Siya Bandi,Google Ads,Closed Lost,Lucknow,36.0,Male,Individual Health,8722.0,1.0,Karan Mehta,2024-05-17
LEAD0930,Falguni Kulkarni,Agent Referral,Lead,Chennai,41.0,Male,Critical Illness,14633.0,7.0,Deepa Iyer,2023-10-04
LEAD0825,Chandran Krishnan,Walk-in,Quote Sent,Coimbatore,58.0,Male,Senior Citizen,50063.0,2.0,Priya Nair,2024-05-02
LEAD0668,Sachi Khosla,Email Campaign,Closed Won,Coimbatore,50.0,Male,Individual Health,11302.0,4.0,Vikram Joshi,2023-05-26
LEAD0508,Avi Sheth,Email Campaign,Closed Won,Mumbai,32.0,Male,Individual Health,15546.0,2.0,Priya Nair,2023-08-03
LEAD0606,Abeer Chatterjee,Walk-in,Negotiation,Bengaluru,58.0,Male,Family Floater,32670.0,0.0,Rajesh Sharma,2024-10-16
LEAD0387,Qushi Sen,Website,Closed Won,Chennai,18.0,Female,Individual Health,9918.0,4.0,Anjali Singh,2024-07-12
LEAD0100,Aachal Dhar,Agent Referral,Negotiation,Unknown,43.0,Male,Individual Health,16475.0,1.0,Amit Verma,2024-01-15
LEAD0470,Wazir Ramakrishnan,Walk-in,Closed Won,Kolkata,26.0,Female,Individual Health,10341.0,6.0,Amit Verma,2023-05-22
LEAD0807,Rushil Bandi,Social Media,Quote Sent,Delhi,19.0,Female,Group Health,19974.0,2.0,Karan Mehta,2023-12-23
LEAD0167,Vritti Bera,Direct Agent,Closed Won,Kolkata,41.0,Male,Family Floater,13658.0,4.0,Priya Nair,2023-04-10
LEAD0782,Aarini Hans,Direct Agent,Negotiation,Kolkata,38.0,Male,Group Health,66162.0,7.0,Suresh Pillai,2023-10-08
LEAD0024,Anjali Mody,Agent Referral,Closed Won,Surat,36.0,Male,Individual Health,8579.0,3.0,Sneha Reddy,2024-06-27
LEAD0843,Patrick Mann,Agent Referral,Negotiation,Nagpur,56.0,Male,Family Floater,22686.0,6.0,Anjali Singh,2024-05-15
LEAD0205,Rachit Biswas,Direct Agent,Lead,Hyderabad,50.0,Male,Family Floater,39840.0,2.0,Karan Mehta,2023-06-29
LEAD0034,Luke Som,Walk-in,Closed Lost,Delhi,41.0,Female,Critical Illness,9150.0,3.0,Anjali Singh,2024-02-27
LEAD0025,Reyansh Karan,Agent Referral,Lead,Indore,38.0,Male,Individual Health,9029.0,1.0,Sneha Reddy,2024-08-06
LEAD0550,Onveer Bal,Direct Agent,Quote Sent,Chennai,58.0,Male,Senior Citizen,29070.0,3.0,Amit Verma,2024-06-26
LEAD0717,Zashil Som,Social Media,Quote Sent,Delhi,38.0,Male,Individual Health,12455.0,3.0,Rajesh Sharma,2023-02-15
LEAD0619,Vasana Baria,Social Media,Closed Won,Surat,18.0,Female,Group Health,58794.0,4.0,Suresh Pillai,2023-07-09
LEAD0927,Ansh Deshpande,Agent Referral,Closed Won,Nagpur,32.0,Male,Individual Health,13096.0,3.0,Meena Gupta,2024-02-11
LEAD0571,Indali Bansal,Google Ads,Contacted,Patna,69.0,Male,Family Floater,50762.0,3.0,Karan Mehta,2024-05-02
LEAD0010,Aadhya Dara,Social Media,Closed Won,Pune,42.0,Male,Family Floater,29338.0,0.0,Amit Verma,2024-04-24
LEAD0011,Unni Doshi,Google Ads,Quote Sent,Coimbatore,36.0,Female,Individual Health,10415.0,4.0,Karan Mehta,2024-10-18
LEAD0080,Manthan Sinha,Unknown,Negotiation,Delhi,37.0,Male,Family Floater,27120.0,5.0,Meena Gupta,2023-04-27
LEAD0562,Yochana Kulkarni,Direct Agent,Negotiation,Indore,58.0,Male,Critical Illness,21736.0,0.0,Amit Verma,2023-07-27
LEAD0756,Abdul Borde,Google Ads,Contacted,Chennai,41.0,Male,Critical Illness,14047.0,4.0,Meena Gupta,2023-07-23
LEAD0119,Abeer Bala,Agent Referral,Lead,Hyderabad,56.0,Male,Senior Citizen,48733.0,2.0,Vikram Joshi,2023-11-12
LEAD0694,Sanya Kothari,Google Ads,Negotiation,Coimbatore,38.0,Male,Family Floater,31404.0,5.0,Meena Gupta,2023-06-15
LEAD0235,Mahika Deol,Website,Closed Lost,Lucknow,43.0,Female,Family Floater,16027.0,3.0,Priya Nair,2024-11-05
LEAD0500,Ekalinga Datta,Social Media,Negotiation,Delhi,38.0,Female,Individual Health,13707.0,4.0,Deepa Iyer,2023-03-29
LEAD0710,Isaac Pant,Social Media,Negotiation,Unknown,29.0,Male,Group Health,66556.0,4.0,Suresh Pillai,2024-10-04
LEAD0290,Matthew Radhakrishnan,Agent Referral,Closed Won,Nagpur,44.0,Female,Critical Illness,9079.0,4.0,Rajesh Sharma,2024-04-17
LEAD0217,Zayyan Sha,Agent Referral,Closed Won,Hyderabad,68.0,Male,Senior Citizen,41940.0,0.0,Amit Verma,2024-05-29
LEAD0050,Lakshit Khurana,Website,Quote Sent,Pune,25.0,Female,Group Health,60272.0,1.0,Amit Verma,2024-03-05
LEAD0474,Wazir Kari,Direct Agent,Closed Lost,Kolkata,56.0,Male,Family Floater,23004.0,4.0,Karan Mehta,2023-06-06
LEAD0564,Watika Buch,Direct Agent,Closed Won,Delhi,41.0,Other,Senior Citizen,23075.0,3.0,Sneha Reddy,2024-04-05
LEAD0874,Ganga Ray,Walk-in,Quote Sent,Unknown,31.0,Male,Family Floater,22995.0,3.0,Rajesh Sharma,2023-02-22
LEAD0467,Gayathri Dar,Google Ads,Negotiation,Hyderabad,38.0,Female,Critical Illness,14558.0,2.0,Priya Nair,2024-07-12
LEAD0593,Ekta Ahluwalia,Agent Referral,Closed Won,Kolkata,34.0,Female,Individual Health,8824.0,1.0,Deepa Iyer,2023-10-26
LEAD0145,Laksh Andra,Website,Contacted,Coimbatore,60.0,Male,Senior Citizen,34747.0,0.0,Rajesh Sharma,2024-04-26
LEAD0708,Chaman Jha,Email Campaign,Contacted,Mumbai,30.0,Female,Family Floater,25852.0,6.0,Anjali Singh,2023-11-08
LEAD0669,Ojasvi Dubey,Email Campaign,Quote Sent,Bhopal,63.0,Male,Senior Citizen,72675.0,4.0,Amit Verma,2023-09-27
LEAD0775,Yasti Rao,Website,Closed Won,Kolkata,28.0,Male,Critical Illness,13820.0,0.0,Rajesh Sharma,2024-07-20
LEAD0334,Tanmayi Bassi,Walk-in,Closed Won,Chennai,55.0,Female,Family Floater,33917.0,3.0,Priya Nair,2024-11-04
LEAD0113,Imaran Kaur,Direct Agent,Closed Won,Kolkata,38.0,Female,Individual Health,17278.0,1.0,Deepa Iyer,2024-03-09
LEAD0400,Bimala Subramaniam,Direct Agent,Lead,Pune,67.0,Female,Senior Citizen,68907.0,2.0,Vikram Joshi,2024-01-21
LEAD0945,Umang Shroff,Google Ads,Closed Won,Delhi,18.0,Female,Critical Illness,18501.0,5.0,Vikram Joshi,2023-05-12
LEAD0652,Radhika Mander,Agent Referral,Closed Lost,Nagpur,24.0,Female,Group Health,68435.0,8.0,Anjali Singh,2024-11-09
LEAD0384,Ria Uppal,Agent Referral,Quote Sent,Bengaluru,32.0,Male,Individual Health,9145.0,6.0,Vikram Joshi,2024-08-11
LEAD0339,Zarna Bhasin,Agent Referral,Closed Lost,Chennai,59.0,Male,Senior Citizen,77305.0,1.0,Priya Nair,2023-04-01
LEAD0573,Liam Madan,Website,Negotiation,Mumbai,22.0,Male,Individual Health,11564.0,3.0,Karan Mehta,2024-07-06
LEAD0917,Oviya Chakrabarti,Unknown,Lead,Mumbai,55.0,Female,Senior Citizen,53504.0,7.0,Anjali Singh,2023-06-03
LEAD0628,Gagan Palla,Agent Referral,Lead,Kolkata,45.0,Other,Family Floater,32590.0,2.0,Sneha Reddy,2023-08-25
LEAD0755,Chakradev Mangal,Social Media,Negotiation,Nagpur,52.0,Female,Family Floater,25556.0,2.0,Anjali Singh,2023-01-07
LEAD0352,Tamanna Bakshi,Direct Agent,Closed Won,Unknown,39.0,Male,Family Floater,15718.0,4.0,Anjali Singh,2024-10-26
LEAD0657,Wyatt Apte,Social Media,Closed Won,Jaipur,39.0,Male,Family Floater,16459.0,9.0,Sneha Reddy,2024-10-18
LEAD0439,Alka Sunder,Agent Referral,Quote Sent,Chennai,63.0,Female,Senior Citizen,39414.0,0.0,Meena Gupta,2023-04-17
LEAD0805,Panini Gala,Website,Closed Lost,Delhi,60.0,Male,Individual Health,31668.0,3.0,Rajesh Sharma,2024-05-27
LEAD0647,Brijesh Bora,Unknown,Negotiation,Lucknow,41.0,Female,Critical Illness,20695.0,3.0,Amit Verma,2023-03-07
LEAD0718,Saksham Dalal,Direct Agent,Closed Lost,Bengaluru,34.0,Male,Critical Illness,22086.0,3.0,Rajesh Sharma,2023-05-22
LEAD0323,Leela Vaidya,Social Media,Contacted,Nagpur,60.0,Male,Senior Citizen,31220.0,6.0,Anjali Singh,2024-06-11
LEAD0496,Zaitra Varghese,Website,Lead,Mumbai,32.0,Male,Critical Illness,18866.0,3.0,Priya Nair,2024-07-04
LEAD0772,Aarav Manne,Website,Negotiation,Hyderabad,21.0,Female,Individual Health,9044.0,3.0,Rajesh Sharma,2024-11-05
LEAD0834,Vihaan Puri,Agent Referral,Quote Sent,Patna,31.0,Female,Individual Health,11354.0,3.0,Sneha Reddy,2024-04-29
LEAD0184,Janya Thaker,Website,Closed Lost,Mumbai,72.0,Female,Senior Citizen,45457.0,0.0,Anjali Singh,2023-01-06
LEAD0368,Krisha Seth,Direct Agent,Closed Won,Kolkata,64.0,Female,Senior Citizen,73326.0,3.0,Priya Nair,2023-08-03
LEAD0343,Samar Bandi,Walk-in,Negotiation,Delhi,41.0,Female,Critical Illness,14920.0,4.0,Priya Nair,2023-05-15
LEAD0307,Indira Tak,Agent Referral,Contacted,Lucknow,26.0,Male,Individual Health,8787.0,0.0,Rajesh Sharma,2023-12-17
LEAD0218,Yashoda Kumar,Website,Contacted,Delhi,28.0,Male,Critical Illness,21304.0,4.0,Sneha Reddy,2024-01-18
LEAD0866,Nicholas Om,Agent Referral,Contacted,Chennai,46.0,Male,Family Floater,12617.0,5.0,Sneha Reddy,2024-05-14
LEAD0038,Prisha Tella,Social Media,Closed Won,Chennai,47.0,Male,Individual Health,16798.0,2.0,Vikram Joshi,2024-01-30
LEAD0314,Chameli Rana,Direct Agent,Quote Sent,Surat,39.0,Male,Individual Health,16738.0,1.0,Vikram Joshi,2024-07-02
LEAD0567,Jai Mander,Website,Contacted,Lucknow,18.0,Male,Individual Health,6469.0,4.0,Anjali Singh,2023-04-19
LEAD0189,Kashvi Nadig,Direct Agent,Closed Lost,Mumbai,37.0,Female,Individual Health,15476.0,5.0,Priya Nair,2024-09-17
LEAD0456,Yashica Pingle,Website,Quote Sent,Patna,27.0,Male,Family Floater,30569.0,5.0,Karan Mehta,2023-07-14
LEAD0037,Sai Varughese,Website,Contacted,Hyderabad,58.0,Female,Senior Citizen,47070.0,6.0,Amit Verma,2023-01-29
LEAD0677,Prisha Mutti,Walk-in,Closed Won,Mumbai,23.0,Male,Family Floater,11623.0,6.0,Priya Nair,2024-02-13
LEAD0478,Girik Saini,Website,Closed Won,Mumbai,57.0,Female,Family Floater,22833.0,0.0,Amit Verma,2024-11-02
LEAD0850,Yoshita Chauhan,Agent Referral,Negotiation,Coimbatore,41.0,Female,Individual Health,19974.0,6.0,Priya Nair,2024-10-10
LEAD0637,Rachita Jaggi,Website,Quote Sent,Hyderabad,39.0,Female,Family Floater,22371.0,4.0,Sneha Reddy,2023-01-23
LEAD0453,Rohan Kota,Direct Agent,Negotiation,Pune,30.0,Male,Individual Health,6146.0,2.0,Rajesh Sharma,2023-09-06
LEAD0234,Ishani Sha,Website,Negotiation,Ahmedabad,32.0,Female,Group Health,74958.0,5.0,Karan Mehta,2024-03-24
LEAD0911,Yauvani Balan,Website,Lead,Coimbatore,62.0,Male,Senior Citizen,85384.0,2.0,Vikram Joshi,2023-11-10
LEAD0752,Praneel Mani,Social Media,Closed Lost,Delhi,33.0,Male,Family Floater,19974.0,6.0,Amit Verma,2023-07-25
LEAD0406,Alka Batra,Agent Referral,Contacted,Nagpur,69.0,Female,Senior Citizen,34102.0,2.0,Karan Mehta,2023-12-17
LEAD0702,Peter Merchant,Social Media,Lead,Kolkata,21.0,Female,Individual Health,12888.0,1.0,Suresh Pillai,2024-04-14
LEAD0066,Rushil Naidu,Direct Agent,Quote Sent,Kolkata,30.0,Male,Group Health,64798.0,1.0,Karan Mehta,2023-05-10
LEAD0434,Priya Bhardwaj,Social Media,Closed Won,Kolkata,29.0,Male,Individual Health,15443.0,5.0,Amit Verma,2024-11-26
LEAD0164,Tejas Chandran,Email Campaign,Quote Sent,Kolkata,18.0,Female,Individual Health,9278.0,4.0,Deepa Iyer,2024-08-13
